ProteinAccessions;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04; -Log Student's T-test p-value eat2_d15_eat2_d10;Student's T-test q-value eat2_d15_eat2_d10; Student's T-test Difference eat2_d15_eat2_d10;Student's T-test Test statistic eat2_d15_eat2_d10;Sign p-val: 0.05 
A8WHM5;14,218;15,3352;14,5615;14,6291;13,1724;13,1355;12,8301;13,1684;3,19128;0,000691085;1,60936;6,47612;+
A8WHN5;14,4504;14,8734;14,9851;14,9652;13,0885;12,8471;12,9105;13,3463;4,37107;0;1,77041;10,5541;+
A8WHS3;14,0469;14,6311;14,2773;13,9423;13,2831;13,0581;12,7333;12,675;3,07552;0,00071638;1,28699;6,15911;+
A8WHT8;14,3091;15,1863;14,4891;14,7059;15,3902;15,5796;15,2034;17,2188;1,24251;0,0197191;-1,17538;-2,34803;+
A8WIT0;14,8063;15,0393;14,5079;15,1609;12,8771;13,3032;12,9525;12,8091;4,34891;0;1,89311;10,4605;+
A8WJ47;14,8109;15,5414;13,3514;13,8669;13,3286;13,0099;12,7709;12,2127;1,55421;0,0099248;1,56213;2,88398;+
A8XJ46;14,7184;14,8622;14,5253;14,1913;13,0603;13,1315;12,8896;13,237;4,03204;0,000122271;1,49473;9,20175;+
A9CZN9;14,9249;14,4406;14,7667;15,3111;13,3334;13,2436;12,9994;12,9212;3,82299;9,52E-05;1,73642;8,4468;+
A9D0C6;15,1008;15,6495;15,0623;14,7642;15,0115;14,9353;14,8286;14,2428;0,754673;0,0650187;0,389681;1,534;
A9D2X7;17,48;16,9874;17,6836;17,0912;16,6092;17,9941;16,0447;16,7355;0,476172;0,143581;0,46466;1,05023;
A9D4S6;16,0075;16,9219;16,6293;16,3096;12,9636;13,2735;11,8559;13,3451;3,99932;0,000115543;3,60755;9,07982;+
A9QY28;14,8927;15,3413;14,1751;14,4255;16,2389;15,5294;16,2845;16,3225;2,30788;0,00229195;-1,3852;-4,33128;+
A9UJN4;16,5952;16,3914;16,2982;16,6937;14,5079;15,321;15,2421;15,1676;3,34448;0,000539707;1,43496;6,9152;+
A9UJN7;17,8579;18,2199;17,8032;17,788;17,2143;17,006;16,5349;16,9159;2,90495;0,00100685;0,999462;5,71369;+
A9UJP1;14,708;15,2566;14,8628;14,8993;14,747;13,8468;13,5559;14,4582;1,40616;0,0136279;0,77973;2,62637;+
A9Z1J8;14,9251;15,1912;15,037;14,5508;15,8845;15,959;14,7376;14,5951;0,419997;0,1722;-0,368045;-0,947018;
A9Z1L6;14,2365;15,2152;14,9493;14,9987;13,3244;12,9985;12,9698;13,0706;3,61211;0,000316087;1,75911;7,74006;+
B0M0L9;14,9903;15,3629;14,5287;14,4826;12,2734;12,5553;14,6729;13,454;1,48762;0,0112577;1,60222;2,76732;+
B0M0N9;13,9504;14,9346;14,2388;13,3785;14,5978;13,7007;15,7313;15,6276;0,655358;0,0856313;-0,788812;-1,36531;
B1GRJ8;14,7313;15,514;14,9426;14,3934;13,3422;13,3383;12,5119;13,0764;3,0082;0,000853464;1,82815;5,98033;+
B1GRK5;14,5776;15,0198;14,6069;14,923;15,0966;15,2645;14,5464;14,7235;0,259121;0,301985;-0,125923;-0,632063;
B1GRL0;16,9741;17,321;16,1014;16,6465;14,2653;14,4033;15,0399;13,9912;3,31879;0,000529501;2,33582;6,83996;+
B1GRL5;14,7963;14,6621;14,9774;14,3701;13,2898;13,3296;12,9264;12,8315;3,963;0,000109948;1,60714;8,94614;+
B1Q241;14,9913;15,2612;14,9342;15,4788;13,1729;13,3499;12,5215;13,1911;4,10103;0;2,10752;9,46364;+
B1Q250;18,0699;18,1958;17,4791;18,2811;18,653;18,5742;18,1368;18,7341;1,21646;0,0208884;-0,518077;-2,30422;+
B1Q254;16,693;17,3416;16,52;17,1721;15,0018;15,0883;14,2528;15,0074;3,56601;0,000306849;2,09408;7,59246;+
B1Q273;18,7074;18,076;18,1411;18,2092;21,4035;21,846;20,4638;20,5053;3,53021;0,000297082;-2,77123;-7,47944;+
B1V898;14,86;15,2344;14,1178;15,4095;15,6342;15,8014;14,5952;15,6543;0,613137;0,0961657;-0,515852;-1,29256;
B1V8A0;17,7561;17,6988;17,675;17,4706;16,4411;16,4026;16,0007;16,376;4,5259;0;1,34504;11,2296;+
B2D6L4;15,0405;15,1033;14,9562;14,4606;15,2969;15,8034;14,747;14,4816;0,236439;0,33114;-0,192109;-0,584505;
B2D6L8;15,0454;14,1054;14,7059;15,1988;13,2903;12,9705;12,9977;13,2881;3,13004;0,000661813;1,6272;6,30688;+
B2D6L9;17,4085;18,9534;18,8462;19,2329;18,0397;18,1535;17,408;17,6479;0,912574;0,0424;0,797989;1,79795;+
B2D6P1;17,0642;17,673;17,2134;17,6937;18,4506;18,2276;17,9317;17,9926;2,00149;0,00443623;-0,73955;-3,71033;+
B2FDA8;16,1521;16,9569;16,4016;16,5737;15,6497;15,5603;15,0198;15,061;2,64646;0,00150708;1,19838;5,08382;+
B2MZA9;14,3777;14,5764;14,5429;14,7363;14,1531;14,9312;13,3955;13,898;0,682579;0,0790079;0,463912;1,41185;
B3CJ34;18,3538;17,9968;18,1898;18,3469;17,0974;17,0294;17,1469;16,8637;4,56072;0;1,18746;11,3869;+
B3CKG1;17,1371;17,2383;16,854;17,5778;18,6886;18,5994;18,3139;18,5302;3,6482;0,00028131;-1,33126;-7,85732;+
B3GWA1;18,2295;18,3985;18,3702;19,384;15,7863;15,7696;16,0541;16,3739;3,87754;0,000101818;2,59955;8,63837;+
B3GWA6;14,3542;13,2081;14,1275;15,3629;13,0479;13,3191;12,8217;13,3255;1,31672;0,016742;1,13466;2,47353;+
B3GWB9;15,1977;15,3966;15,4195;15,3296;15,8062;15,7659;15,2552;15,9705;1,17753;0,0222963;-0,363587;-2,23891;+
B3GWC0;14,9628;15,3467;14,0072;15,4094;14,6786;14,7689;14,7314;14,1728;0,435179;0,163284;0,343607;0,975182;
B3WFT8;19,3452;19,5339;19,3795;20,0034;18,3731;18,087;17,6517;17,9118;3,46409;0,000434709;1,5596;7,27441;+
B3WFV9;16,7694;17,6623;17,1598;17,8204;16,435;16,6692;15,9936;16,3312;1,93412;0,00496358;0,99578;3,58036;+
B3WFW5;18,7459;17,6976;17,6105;17,6557;16,0748;16,0339;15,9059;16,2657;3,21937;0,000663359;1,85738;6,55494;+
B3WFW9;14,814;15,5012;14,9587;15,342;19,2168;19,2277;18,9312;19,0097;6,27028;0;-3,94236;-22,2662;+
B3WFX4;15,0438;14,0448;15,0102;15,2284;14,3934;14,924;13,867;15,0565;0,298805;0,260897;0,271575;0,713091;
B3WFY7;15,0133;14,8799;15,0106;14,6399;13,2396;13,2522;12,7353;13,2999;4,47926;0;1,75417;11,022;+
B3WFZ3;15,0183;14,4117;14,5813;15,5043;12,7641;12,6991;12,8345;13,3301;3,35716;0,000543901;1,97194;6,95258;+
B4DCT1;15,0209;15,3277;14,688;14,9431;13,2528;13,0506;12,9104;13,2479;4,70697;0;1,87952;12,07;+
B4E3X6;17,4041;17,2087;17,4926;17,7071;16,459;17,0795;17,2249;17,2984;1,04353;0,0312582;0,43771;2,0155;+
B5BM32;17,1638;17,4569;17,2677;17,8124;16,0614;15,7402;15,513;15,7579;4,0107;0,000117647;1,65705;9,12207;+
B5BM45;16,8589;16,2899;15,2576;17,7686;14,3023;13,9959;14,7307;14,3146;2,16529;0,00301551;2,2079;4,03588;+
B5BM47;15,9131;15,9575;16,1638;15,9911;15,7658;16,0048;15,1849;15,9346;0,712774;0,0725938;0,28386;1,46319;
B5U8N2;17,8121;19,2062;18,0993;18,4257;16,7831;16,871;16,327;16,6744;2,74656;0,00117695;1,72195;5,32161;+
B5U8P0;17,5666;18,2112;17,5171;17,1478;16,8856;15,063;15,319;16,3479;1,91098;0,00500178;1,70679;3,53622;+
B5WWL2;15,0188;15,4504;14,286;15,4112;15,8496;16,5564;15,7404;16,4978;1,76085;0,00688016;-1,11944;-3,25561;+
B5WWM0;15,3422;14,8271;15,5171;15,3044;13,278;13,0097;13,2703;14,0958;3,23259;0,000609442;1,83425;6,59228;+
B6EU63;19,2692;19,5765;18,9774;19,3505;19,1403;19,0501;18,343;18,6617;1,17249;0,0226417;0,494645;2,23047;+
B6VQ41;15,9753;16,4807;16,1163;16,3585;14,0127;14,3277;13,85;14,0404;5,14547;0;2,17502;14,3552;+
B6VQ55;14,1455;14,5124;14,0538;14,8893;14,9313;14,5521;16,1566;15,7469;1,2057;0,0211662;-0,946477;-2,28615;+
B6VQ59;14,9617;15,4115;14,7471;14,2688;14,5944;14,0527;15,5803;14,4041;0,183083;0,413741;0,189387;0,468417;
B7FAR9;19,3143;20,0965;19,1204;19,3221;19,5497;18,7917;19,1277;19,1939;0,513829;0,128039;0,297593;1,11801;
B7FAS6;14,9509;14,0493;14,7701;14,7757;15,7428;16,1011;14,7689;14,5392;0,751606;0,0654154;-0,651497;-1,52883;
B7WN63;20,3405;19,3799;19,8186;19,52;13,0596;13,0909;12,6313;12,729;6,90262;0;6,88703;28,4391;+
B7WN66;14,8391;14,9151;14,4326;15,3129;14,5842;13,641;14,8762;13,3203;0,952127;0,0384624;0,769495;1,86367;+
B7WN71;18,081;18,191;17,5332;17,8319;15,3984;14,7384;16,4751;15,5862;3,05385;0,000758318;2,35971;6,10113;+
B7WN91;18,0991;18,5648;18,3212;18,4801;17,1004;16,2137;16,5914;16,6622;3,77024;0,000179487;1,72439;8,26502;+
B7WN92;13,9646;15,4276;13,8358;14,7217;15,7739;16,0419;15,5322;15,4377;1,66109;0,00819211;-1,20901;-3,07425;+
B7WN95;19,9946;21,7055;21,2478;22,0431;19,1864;18,8718;17,7452;17,8529;2,57554;0,00163407;2,83366;4,91977;+
B7WNA1;14,2048;13,9595;14,0725;14,7635;14,0011;13,6884;13,4415;13,9327;1,16028;0,0234466;0,484166;2,21004;+
B7WNB3;14,834;15,462;14,7622;15,161;12,9768;13,3228;12,6203;12,9436;4,1567;0;2,08898;9,67977;+
B9WRS6;15,1794;18,2925;18,2519;17,6898;17,2886;17,3129;17,0911;17,2268;0,059112;0,744114;0,123568;0,167146;
B9WRT9;14,6081;15,5482;15,0377;15,195;13,1648;12,8799;12,5264;12,747;4,13655;0;2,26771;9,60105;+
B9WRU1;18,7607;18,9436;18,7178;19,0249;13,3021;13,2611;12,6354;13,1673;7,34499;0;5,77026;33,7326;+
C0KDV0;14,0591;15,0025;14,3927;15,2432;15,2744;14,0258;14,6775;14,7006;0,00431714;0,979307;0,0048213;0,0129224;
C0P274;14,158;15,4711;14,3533;15,2469;13,1862;13,0505;12,8184;13,3169;2,62049;0,00148248;1,71432;5,02334;+
C0P278;17,171;17,5428;17,1708;17,2215;15,9902;15,3966;16,3422;15,9277;3,14381;0,000669792;1,36234;6,34466;+
C0P283;14,7836;14,8304;14,9887;14,6216;13,1908;13,1994;12,6625;12,8687;4,70856;0;1,82573;12,0776;+
C0VXV6;13,7016;14,3463;15,0171;14,883;15,0134;16,3072;15,5933;15,305;1,40071;0,0139321;-1,06774;-2,617;+
C0Z1Y6;14,7594;15,0188;15,0358;14,8912;13,2332;13,1095;12,9983;12,5866;4,81624;0;1,94444;12,6051;+
C0Z1Y9;16,9312;17,6087;16,9431;16,626;15,3598;15,4133;15,3645;15,3781;3,67347;0,000287968;1,6483;7,9403;+
C0Z3L6;13,7622;14,7277;14,3263;14,9447;14,6894;14,2249;14,362;14,15;0,108112;0,58337;0,0836625;0,292674;
C1P622;19,4069;19,2477;18,0882;19,2584;16,5775;16,7649;18,3217;17,2831;1,91804;0,00502329;1,76349;3,54967;+
C1P627;16,7393;16,0806;16,7163;15,8833;15,6636;15,6691;15,6098;15,3001;1,81973;0,00603596;0,794205;3,36451;+
C1P629;14,8936;14,8481;14,553;14,9648;15,3136;15,138;15,2581;15,0419;1,84888;0,00561061;-0,373046;-3,41896;+
C1P633;14,6208;15,4447;14,3032;14,4607;13,0513;9,35139;17,4675;15,6049;0,184857;0,410602;0,838566;0,472383;
C1P648;14,8446;15,519;14,8858;15,4906;12,9781;13,1873;12,9968;13,267;4,35481;0;2,07774;10,4853;+
C2BR91;16,6753;17,0135;16,9535;17,4548;14,9591;15,0505;14,7967;15,444;4,04593;0,000123711;1,96169;9,25396;+
C2BR94;14,2415;15,1263;14,2931;15,1412;19,9556;19,0843;13,3277;13,6902;0,464205;0,148938;-1,81393;-1,02846;
C2BR97;15,6862;17,0267;16,0143;17,1948;15,1979;15,3812;14,6918;14,7413;1,95284;0,00475154;1,4775;3,61626;+
C3JXE2;14,3531;14,8201;14,4034;14,671;13,2244;13,2979;13,3149;14,1822;2,24064;0,00262633;1,05705;4,19052;+
C5NU64;14,6901;15,5502;14,9616;15,4782;13,311;13,0081;12,8156;13,3359;3,83491;9,67E-05;2,05235;8,48832;+
C5VUK2;14,8595;14,6522;14,8518;15,1137;15,1432;14,4273;15,3331;14,8001;0,0936361;0,625944;-0,0566459;-0,256608;
C6KRG1;17,1741;17,3366;17,7882;17,4874;17,225;17,2099;16,54;16,1382;1,18513;0,0220017;0,668312;2,25164;+
C6KRI7;16,6935;16,3801;16,5733;15,727;15,5925;16,2726;15,6558;15,5108;1,10286;0,0268721;0,585547;2,11422;+
C6KRI9;18,194;12,7469;16,962;13,8538;16,1493;16,1083;15,8938;15,8402;0,168544;0,44033;-0,558717;-0,435612;
C6KRJ5;16,4785;17,3668;15,5827;17,8382;16,5408;15,3045;14,2972;14,7627;1,20698;0,0210728;1,59025;2,28829;+
C6KRK8;17,8536;17,7654;17,6086;17,7609;16,7357;16,6578;16,2827;16,4239;4,36285;0;1,22211;10,5193;+
C6KRN1;17,7513;17,7343;17,6434;17,9103;15,8559;15,5854;15,5723;15,3951;5,94252;0;2,15765;19,6047;+
C6KRN4;19,9114;20,0802;20,1684;20,5886;19,914;19,7262;19,5279;19,9075;1,30418;0,0173486;0,418253;2,45225;+
C6KRP5;17,0276;16,9434;16,435;17,748;15,2788;14,738;14,9618;14,9447;3,38531;0,000438095;2,05767;7,03615;+
C7FZU3;16,612;18,2073;17,1833;17,6362;16,7787;16,8822;16,5359;16,883;0,936117;0,0399904;0,639734;1,83708;+
C7FZU5;16,0598;16,7135;16,6776;17,0282;17,3514;17,418;17,1267;17,2952;1,73003;0,00722043;-0,678044;-3,19917;+
C7IVR4;14,7761;14,8368;14,9687;15,2114;13,5369;13,3266;13,4362;12,9505;4,28644;0;1,6357;10,2007;+
C7IVS4;14,1306;14,7298;14,7985;15,4847;16,1195;16,739;15,909;15,3109;1,64768;0,00844823;-1,23371;-3,05016;+
C9IY22;19,3114;19,7648;19,3517;19,6194;17,6686;17,5303;17,5783;17,712;5,46344;0;1,88952;16,2627;+
D0G915;14,3722;15,5181;14,5861;15,3446;13,3155;13,1352;12,8914;13,2839;3,03888;0,000792523;1,79875;6,06132;+
D0IMZ5;19,8471;20,4081;19,8465;20,5706;20,0267;20,0847;19,7635;19,6517;0,635763;0,0905585;0,286438;1,33164;
D0PV95;18,2713;17,7944;17,696;17,5981;15,633;15,3924;16,1348;16,2516;3,65012;0,000281853;1,987;7,8636;+
D0VWM4;14,231;15,5102;14,5229;14,5026;12,6609;13,1842;12,7865;13,306;2,74797;0,0011806;1,70727;5,325;+
D0VWM8;13,9789;14,5716;14,4528;15,2533;15,4166;14,8591;16,4648;16,0986;1,38084;0,0147078;-1,1456;-2,58291;+
D0Z5N1;18,0522;18,7515;17,9174;18,3588;14,2231;13,2606;14,5644;14,6297;4,51963;0;4,10053;11,2015;+
D0Z5P0;13,3217;14,7268;14,6133;15,2267;13,8055;13,6736;14,5824;14,0341;0,443161;0,159189;0,448202;0,989907;
D1MN75;23,7631;25,2095;24,8536;25,2742;24,2115;23,8394;25,0213;24,9991;0,226261;0,34475;0,257273;0,562839;
D1MN80;14,1638;15,3711;14,9565;13,2758;14,5428;15,018;14,8786;14,0811;0,140787;0,500201;-0,188347;-0,371368;
D3NQ92;15,0407;14,6149;14,1098;15,3766;13,3206;13,1595;12,9117;13,3323;2,82591;0,00106984;1,6045;5,51554;+
D3NQA9;16,1862;16,0457;16,4322;16,1238;14,9918;14,9411;15,9771;15,6577;1,62361;0,00882334;0,805068;3,00709;+
D3YT13;14,1419;15,5503;14,0813;15,0839;16,7654;16,1363;15,7288;16,315;1,95648;0,00474128;-1,52201;-3,62325;+
D3YT36;16,7032;17,2043;17,3553;18,7929;17,2122;17,0292;16,3052;17,1998;0,53809;0,11917;0,57734;1,16117;
D3YT46;13,8199;15,2709;14,6728;15,2934;16,2959;17,0398;14,6494;15,0447;0,747805;0,0660751;-0,993178;-1,52243;
D3YT50;14,5903;15,1308;14,9243;15,1094;13,2954;13,173;12,8831;12,9149;4,62587;0;1,87211;11,6866;+
D3YT56;19,0749;20,1477;19,1213;19,8249;18,3618;18,2739;18,3999;18,5284;2,27478;0,00235519;1,15117;4,26167;+
D3YT78;18,1051;17,7988;18,2029;16,9788;15,0843;14,8019;14,8316;15,3412;3,98755;0,000113514;2,75664;9,03632;+
D4YW53;18,4124;19,9099;19,5725;19,7154;17,2286;17,7775;18,136;18,3856;1,95346;0,00475327;1,52065;3,61745;+
D4YWC3;20,7211;21,6091;21,5211;21,9099;20,8563;20,9849;20,8747;20,5279;1,22101;0,0207474;0,629343;2,31185;+
D5MCN2;18,939;17,9861;19,0977;18,4056;17,1585;17,5599;17,8953;18,1358;1,49243;0,0111437;0,91974;2,77571;+
D5MCQ1;14,8802;15,0105;14,5211;15,1374;13,0499;13,1777;12,8089;13,3582;4,27654;0;1,78862;10,1601;+
D5MCQ2;20,2679;19,7596;20,4443;19,6742;17,0012;17,1761;16,8093;16,9265;5,25759;0;3,05821;15,002;+
D5SGZ9;14,8976;15,4398;14,3578;14,3983;13,2669;13,3531;12,821;13,1541;2,94519;0,000947245;1,62461;5,81654;+
D6R8W5;14,9404;15,5207;14,9367;15,3497;14,3741;13,9089;14,4094;14,2301;2,66492;0,00150271;0,956234;5,1271;+
D6R8W9;14,6139;15,5274;13,9177;15,2547;14,3742;15,4512;15,937;12,379;0,12672;0,534075;0,293058;0,337924;
D6RYD3;14,5872;14,8185;13,134;14,8921;16,4304;16,2172;15,3104;16,5137;1,91355;0,00500714;-1,75999;-3,54112;+
D7SFI3;18,9691;19,6755;19,441;19,7784;17,2861;17,1674;17,2426;17,6169;4,33387;0;2,13775;10,3974;+
D7SFQ5;16,454;16,307;16,5182;16,6324;15,429;16,5862;14,5151;15,484;1,19612;0,0215068;0,974288;2,27006;+
D7UU24;16,7839;16,9992;16,5812;16,4509;14,8142;14,588;14,692;14,808;5,26543;0;1,97827;15,0482;+
D9N122;17,2356;17,7055;16,5555;17,9995;15,309;15,7752;15,0267;15,1872;2,93659;0,000993571;2,04949;5,79443;+
D9PTP5;16,7918;17,0817;17,1684;17,1861;15,5551;15,6294;15,1807;15,4584;4,68047;0;1,60112;11,9435;+
E0AHA7;17,2434;17,8989;17,4228;18,2087;16,3326;16,6801;15,3941;15,3368;2,32295;0,00223709;1,75758;4,3632;+
E0R7L2;17,8161;18,2134;17,7626;18,2474;15,3332;15,8302;15,738;15,1851;4,76405;0;2,48827;12,3468;+
E1B6Q6;14,5525;15,4721;14,3335;14,6212;13,1691;13,2767;12,9146;12,9612;3,12615;0,000660502;1,66438;6,29626;+
E1B6Q7;15,0214;15,0998;13,9425;15,2421;16,8064;16,459;15,27;14,9238;0,980147;0,0360946;-1,03838;-1,91021;+
E1B6R3;14,3718;15,4763;14,4635;14,3711;14,1109;14,699;13,5439;14,5552;0,551301;0,114696;0,443416;1,18452;
E1B6S4;14,7818;15,09;14,8747;15,2053;13,2177;12,7142;12,9595;12,4269;4,49062;0;2,15837;11,0722;+
E1B6T7;18,2859;19,0459;18,1431;19,3956;15,0018;15,9309;17,4968;17,6812;1,66834;0,00810675;2,18996;3,08732;+
E1B6V1;18,1209;20,1508;19,9276;20,0492;18,8229;18,7786;18,3413;18,6944;0,928629;0,0404812;0,902795;1,82463;+
E1B6W2;14,4356;15,5079;14,4788;14,8893;11,0348;16,2593;14,2922;15,527;0,181664;0,416413;0,549594;0,46524;
E2JKY9;13,8467;13,8623;13,3774;14,9897;13,2629;13,2935;12,7971;12,8357;1,41563;0,0132934;0,97175;2,64267;+
E2JKZ0;16,5572;18,4044;14,7511;15,3013;15,7981;15,6177;15,4726;15,4339;0,356148;0,213305;0,672927;0,826001;
E2JL03;14,3846;15,4006;15,0043;14,8024;17,2332;17,0651;16,2745;16,7761;3,20228;0,000653631;-1,93927;-6,50691;+
E3CTH1;14,7203;14,3776;14,9413;14,5507;13,0906;13,265;12,9992;13,0268;4,59705;0;1,55207;11,5531;+
E3W741;15,0205;15,5256;14,4166;15,0882;17,8206;17,7561;17,3478;17,5342;4,31302;0;-2,60191;-10,3105;+
E3W759;18,9099;18,0773;18,2827;17,9445;19,4842;18,8728;18,1704;18,2295;0,462949;0,149531;-0,385605;-1,02617;
E3WIS3;13,8446;15,4623;13,9786;15,4087;18,6066;19,2381;18,5211;18,4295;3,81809;9,47E-05;-4,02528;-8,42977;+
E5QCE7;16,3708;17,4729;16,5554;16,4352;17,1941;16,8272;14,4746;0;0,514836;0,127778;4,58462;1,11981;
E5QCF6;15,837;17,0417;12,5348;16,3222;15,9365;15,9335;14,7236;15,0853;0,00454858;0,978667;0,014205;0,0136116;
E5QCI8;13,9013;14,4875;14,6668;15,0137;13,2573;13,2412;12,9938;13,239;2,83454;0,001043;1,33445;5,53694;+
E5QCJ3;14,8197;14,1076;14,9604;15,1426;13,2899;13,1197;12,9536;13,3376;3,20604;0,000656842;1,58234;6,51744;+
E8MDW0;14,6122;15,0016;14,8293;14,5405;16,3322;16,0604;16,2487;14,1385;0,903396;0,0435167;-0,949064;-1,78268;+
E9P8A3;16,0962;15,9981;17,0522;16,3498;16,0187;15,625;15,9631;15,7996;1,06911;0,0291674;0,52245;2,05804;+
E9RKC7;17,2784;16,6523;15,7654;17,1077;15,4431;16,0702;14,765;16,1213;1,25529;0,0192862;1,10106;2,36956;+
F0IWV1;14,2245;14,9841;14,7917;15,4597;13,2414;13,3495;12,9048;13,0529;3,13031;0,00066313;1,72786;6,30763;+
F1LIM6;15,2805;17,9649;16;17,6044;17,7748;16,8696;16,7612;17,4825;0,31418;0,24749;-0,509585;-0,743812;
F3Y5P3;16,0497;20,191;19,9282;19,8465;19,0874;18,5343;18,6261;18,7485;0,0934564;0,626258;0,254835;0,256155;
F5GU60;14,4258;15,3449;14,6504;14,6321;15,9435;15,7787;15,7021;15,8685;2,65971;0,00149828;-1,0599;-5,11486;+
F5GU86;17,6514;17,9988;17,669;18,0878;16,3755;16,5023;15,8278;15,6092;3,48285;0,000440649;1,77306;7,33208;+
F5GU98;14,7712;14,8455;14,9451;14,8033;13,0825;13,1438;12,883;13,0329;6,75205;0;1,80575;26,8317;+
F5GUF6;14,5031;15,4837;15,0437;14,3533;12,6782;12,9811;12,775;13,1722;3,34083;0,000535988;1,94434;6,90448;+
F5GUG4;14,8193;15,0908;14,2493;15,0052;14,8037;15,0112;14,3901;14,2011;0,299768;0,259931;0,189597;0,715026;
F5GUG6;17,0106;17,9051;16,3078;17,8355;17,2696;17,4004;16,632;16,3717;0,325414;0,237926;0,346333;0,766045;
F5GUH5;16,2472;16,0744;15,8495;16,5231;14,4489;14,8996;13,8598;13,551;2,99959;0,000847747;1,98371;5,95775;+
F5GUI0;15,373;15,4077;16,0014;15,2401;15,9646;16,425;15,7642;15,8289;1,13843;0,0243965;-0,490143;-2,17355;+
G1K0V8;21,6439;21,8998;21,3355;21,8077;19,865;19,1186;19,5172;19,6416;4,40526;0;2,13612;10,7;+
G1K0V9;15,878;16,3437;15,2805;15,9888;16,4431;16,6412;15,9781;16,0806;0,752588;0,0652521;-0,413002;-1,53049;
G1K0X0;17,1398;17,803;17,3149;17,5629;17,9185;18,2189;17,6228;17,6109;0,972124;0,0368277;-0,387608;-1,89689;+
G1K108;14,1632;15,523;14,6363;15,2555;14,7483;15,8659;15,0657;15,8953;0,552351;0,114405;-0,499317;-1,18638;
G2HK02;15,3758;16,4308;15,8533;16,2562;15,0038;14,4578;15,087;15,0419;2,09843;0,00351852;1,08143;3,9013;+
G2HK16;14,7532;14,9178;14,8035;14,5118;16,3781;15,5003;14,9608;15,7742;1,59387;0,00920948;-0,90677;-2,95413;+
G3MTX2;14,9834;14,5584;15,0136;15,1243;13,1444;13,1703;12,6062;13,3233;4,05715;0,000125373;1,85884;9,29631;+
G3MU08;14,5026;15,5495;13,8358;15,4876;13,1646;13,0177;12,497;13,0991;2,30107;0,00232523;1,89928;4,31692;+
G3MU11;15,2779;15,7982;15,628;15,5875;15,6648;15,8152;14,4875;14,9688;0,46641;0,148068;0,338777;1,03248;
G3MU14;14,5995;14,4356;0,479243;14,8738;18,2901;18,1474;17,3575;16,9737;0,94719;0,0388771;-6,59514;-1,85547;+
G3MU28;16,38;16,5424;16,6965;16,6154;15,7404;16,514;15,4902;15,5159;1,61211;0,00894893;0,743438;2,98658;+
G3MU38;17,3;17,8226;17,2086;17,9906;16,9625;16,6672;17,3141;17,2273;1,17086;0,0227055;0,537655;2,22774;+
G3MU79;17,1599;17,0824;16,9996;17,2351;17,3792;17,4081;17,0143;17,0733;0,381368;0,195158;-0,0994654;-0,874332;
G3MU88;18,9589;20,1681;19,8315;21,1789;18,2733;18,3208;18,1877;18,3629;2,04624;0,00394411;1,74818;3,79789;+
G4RT11;16,8548;17,1579;16,373;16,8751;15,535;16,655;14,9933;14,7718;1,58679;0,00936654;1,3264;2,94158;+
G4RYA5;17,1255;16,6036;16,5573;16,6807;16,0837;15,6806;15,8623;15,9832;2,76225;0,00119229;0,839317;5,35957;+
G4S034;19,1972;19,3927;19,2452;19,4742;18,368;18,0586;18,1912;18,3008;4,64282;0;1,09766;11,7658;+
G4S035;14,9542;15,0512;14,6575;15,1661;13,2761;13,1383;12,5624;13,0655;4,29805;0;1,94665;10,2486;+
G4S185;14,2746;15,152;14,9377;15,3471;13,2356;13,2962;12,5013;13,2191;3,09984;0,000676643;1,86479;6,22471;+
G4S428;14,4152;15,5373;14,8052;15,0358;13,2079;12,9576;12,9085;12,9469;3,67887;0,000289395;1,94316;7,95812;+
G4S708;14,6539;15,2441;14,6205;14,8921;14,1216;15,065;16,2895;15,783;0,41596;0,174373;-0,462127;-0,939492;
G4S7A1;18,2532;18,0225;18,2268;18,0473;17,8854;18,061;17,9379;18,0926;0,944567;0,0391126;0,143242;1,85112;+
G4SF15;16,4246;17,0898;16,1396;17,2084;15,971;15,2588;14,9929;15,4117;2,12508;0,00335575;1,30702;3,95465;+
G4SF79;20,76;20,7818;20,8854;20,9891;19,5554;19,6855;19,0456;19,1529;4,02159;0,000120172;1,49424;9,16267;+
G4SGU1;14,6125;15,2867;14,8665;14,4696;15,2956;14,8724;13,8843;12,622;0,465863;0,148267;0,640265;1,03148;
G4SI07;17,5335;18,0634;17,562;18,1204;17,2646;17,0992;17,2168;17,4566;1,7394;0,00720404;0,560537;3,21629;+
G4SJZ3;14,1255;15,2368;14,9356;15,4865;14,6071;14,1641;15,0582;15,2841;0,167918;0,441728;0,167732;0,434187;
G4SL51;18,9;19,1746;18,57;19,2606;16,3664;16,6836;15,7157;15,7388;4,23304;0;2,85016;9,98332;+
G4SLH0;19,274;19,597;19,5019;19,7433;19,1028;19,07;18,08;18,4267;1,72451;0,00731567;0,8592;3,1891;+
G4SLU9;14,6299;14,7184;14,9639;14,7478;13,2205;13,2751;12,6695;13,0387;4,50214;0;1,71401;11,1234;+
G4SNB8;14,7734;15,4113;13,8793;14,9435;13,167;13,2537;12,7788;13,0855;2,6058;0,00149311;1,68063;4,98933;+
