Leading.proteins.Positions.within.proteins;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04; -Log Student's T-test p-value daf2_d15_N2_d15;Student's T-test q-value  daf2_d15_N2_d15; Student's T-test Difference  daf2_d15_N2_d15;Student's T-test Test statistic  daf2_d15_N2_d15;Sign p-val: 0.05 
O01504(84);21,7479;22,3003;20,9068;22,2943;18,8245;18,5145;19,35;21,3475;1,73888;0,0446681;2,30321;3,21534;+
O01504(61);24,9356;25,3104;26,0907;24,3547;20,7869;20,7215;17,4114;20,7655;2,92154;0,0050177;5,25152;5,75593;+
O01541(748);19,0149;19,4036;20,9518;19,447;21,3029;21,2511;22,3679;22,8424;2,06887;0,0254245;-2,23675;-3,84256;+
O01542(98);19,994;21,1446;21,6129;21,4626;19,7191;18,5067;19,9731;20,0351;1,57552;0,0597419;1,49503;2,92162;
O01576(569);18,2973;20,129;19,9895;17,7934;19,7343;18,4284;18,5753;19,2311;0,0310895;0,949072;0,0600276;0,0903943;
O01576(630);19,7315;21,7453;20,3737;18,1859;20,6996;21,2783;21,5629;20,3827;0,580855;0,352103;-0,971756;-1,2364;
O01577(130);20,9835;20,064;21,3739;19,2417;25,8803;26,8299;26,419;24,4778;3,63801;0,00188841;-5,48598;-7,82404;+
O01591(59);18,1504;20,5118;19,8908;21,3251;21,3425;19,1416;19,8257;19,3734;0,0198086;0,967351;0,0487189;0,0582859;
O01615(39);18,8816;20,2332;21,5728;19,1165;21,1526;21,3663;18,0885;19,2664;0,00584576;0,989879;-0,0174189;-0,0174678;
O01615(107);21,2707;20,1903;19,5376;19,3298;17,4268;20,9684;20,4297;17,2577;0,444773;0,443459;1,06143;0,992873;
O01615(132);17,3629;20,9198;19,6126;20,5228;20,8312;19,7386;18,3303;19,6241;0,00943116;0,984224;-0,0265565;-0,0280682;
O01634(400);17,552;21,5146;18,6874;19,5274;23,4737;23,6457;23,6813;23,221;2,59626;0,010049;-4,18503;-4,96733;+
O01634(393);25,0122;25,292;24,7044;23,6404;27,4116;27,097;26,2607;28,3488;2,45668;0,0125816;-2,61726;-4,65267;+
O01634(183);19,2952;21,0302;20,3881;20,1994;22,066;22,5942;21,9004;20,3068;1,299;0,0961713;-1,48858;-2,44347;
O01681(240);25,3782;25,7224;24,8989;25,5976;25,5804;25,2241;24,834;25,4806;0,190749;0,682739;0,119505;0,485497;
O01692(128);19,1552;21,9707;20,9874;21,0906;21,4694;21,1221;19,8831;20,2246;0,0641838;0,883815;0,126179;0,180619;
O01692(72);18,0005;19,0824;19,451;19,9282;18,9032;18,8655;19,358;20,1329;0,150801;0,737802;-0,199357;-0,394801;
O01692(32);19,783;22,21;22,3456;21,4323;19,7138;21,141;18,2546;19,848;1,06021;0,15061;1,70339;2,04324;
O01692(110);18,6629;18,5962;20,9925;19,9857;20,5101;20,1661;19,1933;19,7041;0,206572;0,668237;-0,334088;-0,520309;
O01692(19);24,5845;24,8399;24,0104;24,6519;21,3848;19,612;19,8023;20,0266;4,1902;0,0021157;4,31529;9,81194;+
O01761(2325);19,8374;20,0731;19,6612;18,6588;24,59;26,6407;24,8797;25,6587;4,38525;0,0021573;-5,88469;-10,6144;+
O01802(32);20,1083;18,8431;18,9351;21,292;20,5798;19,6873;21,4184;20,8292;0,575942;0,355067;-0,834041;-1,22781;
O01802(52);18,8516;18,8163;18,1779;17,6173;20,2663;20,0631;20,2118;20,5083;3,07625;0,00470408;-1,8966;-6,16109;+
O01802(74);20,5422;20,2262;19,5981;20,7808;18,6875;19,811;20,7563;20,8184;0,18744;0,687603;0,26857;0,478143;
O01802(144);20,9987;20,1406;20,577;18,892;21,5627;21,081;19,3516;19,7787;0,161692;0,723226;-0,291421;-0,419956;
O01802(123);18,8768;19,3604;20,6596;21,3788;19,8265;18,2381;19,7614;20,1758;0,337665;0,533071;0,568452;0,790091;
O01802(62);18,2124;21,3419;19,8834;20,8539;29,0759;28,863;26,3556;27,4044;3,78989;0,00128;-7,85184;-8,33235;+
O01802(120);19,8519;21,5865;18,7225;20,5476;19,6433;19,6253;21,2774;21,4863;0,162098;0,722834;-0,330982;-0,420887;
O01805(50);18,7071;20,9846;20,0932;20,0939;19,2014;18,8291;18,1303;20,509;0,542812;0,374309;0,802227;1,16953;
O01805(16);19,3283;18,9489;20,3216;18,37;20,412;21,6915;18,4612;19,9285;0,517682;0,38977;-0,88112;-1,12489;
O01805(13);21,0732;20,3272;21,4366;19,7185;21,4675;19,5963;18,6587;19,9371;0,468373;0,426207;0,723994;1,03606;
O01806(15);23,7027;23,7239;23,1991;23,2659;25,5;25,1731;23,4925;24,6291;1,42198;0,0773395;-1,22579;-2,6536;
O01806(108);20,336;18,5681;17,6955;17,3145;23,2339;24,1185;24,5;24,3121;3,57966;0,00249206;-5,56258;-7,63592;+
O01806(220);21,8232;22,5833;21,1648;22,0518;21,0991;21,6786;20,3986;18,5124;1,02362;0,160478;1,48358;1,98241;
O01812(38);21,273;18,2799;18,3099;21,7116;20,5155;19,1895;21,217;20,392;0,164784;0,720738;-0,434893;-0,427036;
O01812(22);18,2828;19,9972;20,1165;19,2056;19,4555;21,5012;18,5997;21,0656;0,417375;0,464172;-0,754977;-0,942133;
O01868(96);17,7357;20,4923;20,5543;18,8973;21,2817;19,7868;18,8508;18,764;0,102921;0,807193;-0,250935;-0,279832;
O01869(30);25,0166;25,3452;26,3344;26,8382;19,7179;20,4934;20,3317;20,1147;4,8042;0,00128302;5,71915;12,545;+
O01869(45);25,4435;26,5007;27,0656;27,1184;19,3285;17,6252;18,089;17,3841;5,16785;0;8,42535;14,4821;+
O01869(48);20,6495;19,9982;18,4563;19,9221;21,3837;20,9284;19,5891;18,9416;0,252785;0,611041;-0,45414;-0,618875;
O01869(125);31,2045;31,0391;30,468;30,86;32,1226;32,8921;31,1602;31,5662;1,36809;0,0837948;-1,04234;-2,56109;
O01869(57);17,988;20,8327;19,5635;19,9386;19,8212;21,6752;19,3859;20,5037;0,441686;0,445831;-0,765821;-0,98719;
O01869(93);23,277;23,7029;22,7957;24,4168;21,7916;22,633;22,6194;25,6585;0,155607;0,731661;0,372459;0,405944;
O01869(95);19,9217;21,8108;19,4954;17,3375;20,337;21,2567;18,9528;20,8105;0,276528;0,590051;-0,697877;-0,667928;
O01869(25);19,5115;18,6339;21,0897;18,8151;20,5391;21,7822;19,5822;18,7018;0,311451;0,557986;-0,638774;-0,738385;
O01893(308);18,4188;19,7263;21,3769;19,6599;21,9587;21,3258;18,2802;21,2618;0,38982;0,486481;-0,911128;-0,890369;
O01893(641);17,7688;18,3709;19,4028;21,842;26,7005;27,1477;24,3772;27,4659;3,09708;0,00462176;-7,07671;-6,21723;+
O01927(505);18,513;20,0026;18,0474;19,3819;19,4656;20,4579;18,7049;19,71;0,478717;0,418795;-0,598361;-1,05484;
O01927(35);24,8975;24,7119;23,0178;24,493;24,6812;25,5357;23,5526;24,6081;0,212083;0,660427;-0,31437;-0,532298;
O01927(5);22,2401;22,3172;20,623;23,4141;26,0303;25,6468;28,248;26,566;2,82345;0,00731034;-4,47417;-5,50944;+
O01963(457);18,011;21,1803;20,4145;18,3026;19,3832;19,3067;19,2075;19,5534;0,0512235;0,90785;0,114394;0,145946;
O02051(190);21,2319;19,7869;19,9359;20,8425;20,4997;21,1998;19,262;18,6115;0,350484;0,524285;0,556067;0,815043;
O02056(274);16,1419;21,0412;18,9726;20,3598;20,8893;18,2295;19,8292;20,9472;0,278547;0,589546;-0,844933;-0,672054;
O02056(238);20,0194;19,1184;20,3276;20,6165;24,4284;23,827;25,1142;24,888;4,36646;0,00213333;-4,5439;-10,5346;+
O02056(13);18,9397;21,1918;19,9178;19,5308;19,5941;20,652;20,7292;19,7634;0,205;0,67049;-0,289664;-0,516877;
O02056(300);19,7023;19,294;20,4795;19,2941;26,4536;25,0903;26,2331;25,0941;4,91944;0,0015814;-6,02529;-13,1307;+
O02082(153);26,4457;26,063;26,5776;26,5183;19,5923;21,2607;19,476;18,7521;4,73654;0,00111475;6,63085;12,2126;+
O02092(135);17,4809;20,6184;19,8565;21,7045;25,4053;24,6607;24,5783;26,8859;2,71348;0,00833771;-5,46751;-5,24221;+
O02115(165);21,3046;18,434;18,8145;18,8499;20,5915;17,0136;20,598;21,2782;0,172497;0,711162;-0,519563;-0,444584;
O02115(13);16,5055;18,1895;21,1607;19,2483;19,3394;21,9027;20,6111;18,6538;0,512571;0,393005;-1,35076;-1,11576;
O02155(130);19,3298;19,9097;20,687;18,6188;21,5234;19,1148;19,4094;19,9193;0,203074;0,673172;-0,355413;-0,512663;
O02155(116);19,4448;21,4821;19,0648;20,0372;23,578;22,2241;26,3856;20,7507;1,31;0,0943908;-3,22738;-2,46214;
O02286(64);18,9854;19,4063;20,6988;19,7169;20,0558;20,1763;20,6637;18,8526;0,172208;0,711558;-0,235261;-0,44393;
O02286(12);20,9422;20,2468;20,0049;17,4381;18,8259;21,0724;19,6632;19,2548;0,0171905;0,972545;-0,0460534;-0,0507259;
O02328(676);21,0759;20,3383;20,3416;20,9675;20,212;20,9862;19,9634;20,94;0,187315;0,687605;0,155398;0,477864;
O02345(377);21,6313;20,273;21,0123;20,4078;19,91;21,607;21,2078;20,2468;0,0618763;0,887725;0,0882154;0,174504;
O02345(389);23,0711;22,1331;23,7743;23,1756;24,9278;24,2864;23,6834;25,3625;1,6483;0,0528191;-1,52651;-3,05127;
O02365(256);20,1227;19,1248;18,2637;20,4548;20,1973;19,1211;20,1837;18,1519;0,038718;0,933211;0,0780077;0,111696;
O02365(411);18,9846;20,1474;17,6082;20,2869;19,4053;19,5653;21,4673;18,809;0,270131;0,597854;-0,554937;-0,654808;
O02365(378);24,6447;24,4468;25,4168;24,3801;21,4243;19,7876;21,1868;21,0561;3,92906;0,00148837;3,85839;8,82279;+
O02495(71);30,1509;30,3425;30,3851;30,4032;31,0916;30,4218;29,6174;25,4694;0,408443;0,470051;1,17038;0,925436;
O02495(77);27,5434;28,188;26,6856;27,888;28,9333;24,754;24,2458;26,4958;0,633252;0,321177;1,46903;1,32731;
O02495(51);26,8872;26,8917;26,962;27,208;29,2261;29,3639;27,9258;28,7814;2,82669;0,00707566;-1,83703;-5,51748;+
O02495(39);20,0518;18,7707;18,497;20,4744;18,1586;18,4276;19,6974;19,6164;0,321429;0,548082;0,473503;0,758179;
O02495(44);26,6339;26,6955;27,1692;25,2477;27,9521;26,2252;21,4373;27,2355;0,185839;0,689646;0,724035;0,474575;
O02495(22);21,024;19,0183;18,7798;19,5156;23,6272;22,9994;21,3042;23,9709;2,32207;0,0160479;-3,39099;-4,36135;+
O02621(88);20,8918;20,5611;19,992;19,4997;18,7184;21,3883;20,4797;21,2022;0,114919;0,789484;-0,211009;-0,309367;
O02628(253);20,601;19,0638;18,5208;21,6843;20,461;20,432;18,1474;20,2548;0,0553855;0,897416;0,143692;0,157169;
O02639(153);20,1684;19,503;19,1164;19,041;17,5223;19,9015;18,4229;21,1385;0,0915067;0,827442;0,210914;0,251235;
O02639(92);18,0606;19,1621;17,0019;18,5929;20,3466;17,967;19,6035;19,3988;0,829966;0,229053;-1,1246;-1,6603;
O02640(229);20,5835;19,1099;18,9996;20,728;20,3846;20,393;17,173;20,4787;0,0970672;0,816818;0,247939;0,265228;
O02640(318);17,2661;20,391;21,0737;19,1763;20,5279;20,5131;19,1103;21,1345;0,3949;0,482563;-0,844686;-0,89997;
O02641(94);21,2041;21,1754;21,0257;21,1463;20,1289;18,5365;18,547;21,0011;1,38477;0,0815556;1,58449;2,58965;
O02641(104);20,3555;18,3014;21,0968;18,7483;22,2157;21,957;22,8195;24,409;2,02429;0,0266061;-3,22479;-3,75481;+
O16000(242);17,9311;18,8428;19,7398;19,062;24,2375;23,6042;22,9906;22,7636;3,98494;0,00165161;-4,50504;-9,0267;+
O16000(96);20,3374;20,2511;18,7517;19,0895;26,0831;24,7078;23,7266;23,9876;3,55454;0,00242471;-5,0188;-7,55608;+
Q8MXK1(330);19,5592;18,3263;19,7226;20,7995;26,087;26,9884;26,0239;25,2199;4,33715;0,00204255;-6,47791;-10,4111;+
O16297(34);20,7331;20,8693;19,5239;19,8586;18,7999;21,3993;20,975;19,8225;0,00147895;0,996863;-0,00298738;-0,00444127;
O16303(298);20,0727;19,1938;21,3769;20,9016;21,217;19,1828;20,5235;18,2094;0,30685;0,561334;0,60311;0,72921;
O16303(374);20,7189;19,7314;20,5248;20,4122;20,794;20,8118;17,7254;21,0586;0,112551;0,793637;0,249403;0,303579;
O16303(332);19,6917;20,4397;18,9699;20,4635;19,6713;21,7707;19,51;18,0151;0,0623371;0,886877;0,149399;0,175727;
O16305(22);19,2604;21,7612;20,4468;19,8345;20,0744;21,8199;21,6038;18,5979;0,0773198;0,856369;-0,198279;-0,214968;
O16305(31);18,1409;18,4287;20,1475;17,9699;22,853;23,5669;24,7921;22,644;3,33056;0,00308176;-4,7922;-6,87436;+
O16305(76);20,7742;21,5929;20,6371;22,3642;25,0526;25,5773;25,365;25,9714;4,06608;0,00180282;-4,14949;-9,33017;+
O16305(78);23,0076;23,6194;24,8754;22,3642;27,2462;26,9792;24,8107;27,5299;2,08528;0,0245707;-3,17485;-3,87511;+
O16305(95);26,069;26,1057;25,6222;25,7723;26,4104;25,9604;24,2928;22,1947;0,573433;0,356406;1,17769;1,22342;
O16331(26);20,1826;19,8139;21,2378;21,3608;24,7014;24,1996;23,3236;24,9619;3,34742;0,00315113;-3,64789;-6,92385;+
O16331(709);23,9941;24,6384;26,6628;25,3999;20,5219;20,4928;19,0659;18,8694;3,53069;0,00234328;5,43633;7,48094;+
O16368(261);18,6988;19,9742;20,2998;20,6077;19,4495;19,7203;19,7762;20,3766;0,0487815;0,912939;0,0644426;0,139321;
O16368(379);20,552;19,9884;18,5712;20,8496;19,7616;20,2938;20,1048;20,9491;0,201459;0,673782;-0,287072;-0,509125;
O16406(193);20,052;19,7597;20,0601;18,4711;19,5559;21,4662;17,9519;19,181;0,0194425;0,967859;0,0469532;0,0572314;
O16454(43);20,372;19,9354;20,1566;21,4638;19,4564;20,6654;19,9305;19,6958;0,601568;0,33957;0,544907;1,27249;
O16517(35);20,7653;20,9529;19,6796;19,5867;21,142;18,0773;20,2776;19,9308;0,209982;0,66316;0,38918;0,527736;
O16517(72);18,1953;21,6506;19,291;18,0314;20,1687;19,5282;19,847;20,0452;0,299911;0,569933;-0,605186;-0,715313;
O16517(49);19,5266;20,195;19,3141;19,5231;21,1297;20,5022;20,2393;18,7707;0,434229;0,450065;-0,520777;-0,973427;
Q8MXJ7(299);20,2434;20,3291;21,3678;20,7513;19,4091;20,1077;19,6068;20,6782;0,966758;0,180018;0,722485;1,88797;
O16541(225);18,74;20,8107;20,5319;20,5845;20,8839;20,9498;20,4404;21,3799;0,702426;0,287732;-0,746715;-1,44563;
O16547(244);22,9734;25,2993;25,7272;25,6892;27,206;26,5465;26,5877;26,6924;1,46205;0,0732965;-1,83586;-2,72289;
O16547(248);20,1665;19,2523;19,2767;20,0407;18,1725;20,965;19,0021;20,4229;0,021544;0,964207;0,0433836;0,0632742;
O16547(488);21,0721;20,5746;18,9649;19,7862;20,3203;19,6044;19,8265;19,6373;0,203991;0,67198;0,252331;0,514671;
O16680(83);19,9632;21,3322;19,9363;18,9967;19,1538;19,9355;17,4077;18,7056;0,888018;0,206785;1,25642;1,75709;
O16682(64);17,6601;19,1729;18,2727;20,1703;19,2909;20,0096;19,7421;19,908;0,801388;0,239214;-0,918678;-1,61248;
O16682(76);19,7243;19,2145;20,9942;19,2672;21,7465;18,4869;18,2668;20,2581;0,0419043;0,925526;0,110458;0,1205;
O16682(60);19,6737;19,9926;20,1142;18,5669;19,5658;21,0862;20,3273;20,7241;0,88248;0,208829;-0,839006;-1,74788;
O16682(139);19,0954;21,3648;21,152;21,2765;18,6034;18,931;20,2098;19,3462;1,18161;0,120974;1,44956;2,24574;
O16682(300);23,6871;23,0869;24,0422;22,9936;18,4883;20,311;21,2098;18,5695;2,74834;0,00793881;3,80781;5,32591;+
O16682(232);19,7406;20,1115;20,6334;20,2159;19,818;19,01;20,1603;20,4822;0,364043;0,512356;0,30774;0,84121;
O16682(234);24,4818;24,83;25,9184;25,2657;23,3429;22,4996;22,3061;22,2644;3,13353;0,00396834;2,52068;6,31643;+
O16682(78);19,1985;21,1084;19,1959;17,6604;21,2574;19,3827;21,4582;19,6089;0,60433;0,338159;-1,13601;-1,27729;
O16682(164);21,2644;18,2671;19,0252;21,1201;19,8977;20,1971;20,6555;20,9081;0,258592;0,605776;-0,495365;-0,630967;
O16682(130);18,3094;19,8276;20,9413;19,8167;19,8252;19,9806;19,7858;19,1331;0,0254584;0,958553;0,0425787;0,0744599;
O16682(82);18,7886;19,3907;20,8622;20,6913;20,2159;21,0755;19,6479;20,3184;0,269794;0,597674;-0,381193;-0,654116;
O16684(179);22,9146;24,3858;24,1628;23,3656;21,076;20,6654;20,0946;20,3118;3,64031;0,00189655;3,17026;7,83154;+
O16697(11);18,5621;18,6458;20,7551;20,551;22,0309;20,1691;19,9683;17,7881;0,128797;0,769685;-0,360585;-0,342902;
O16697(12);19,5499;20,2424;19,7155;19,1271;19,2957;19,1222;20,1965;20,2602;0,0562816;0,896288;-0,059967;-0,159574;
O16785(23);17,9645;18,8586;21,5763;18,6214;18,5082;20,5128;20,9438;20,2368;0,357777;0,517931;-0,795189;-0,829144;
O16922(458);19,672;20,321;18,8882;18,246;20,6661;21,6399;20,3582;20,6675;1,57323;0,0599557;-1,55109;-2,91756;
O16922(235);19,3431;20,2273;21,2573;21,2756;20,9838;17,5158;21,0114;18,8668;0,425207;0,457882;0,931386;0,956707;
O16997(227);19,532;19,7761;19,8558;20,9475;18,4754;20,9127;19,935;20,5431;0,0340156;0,943049;0,0612922;0,0986032;
O16997(164);19,3651;21,003;20,7189;17,6583;20,2772;20,8307;20,9459;18,717;0,220258;0,650659;-0,506416;-0,549962;
O17069(566);23,8701;25,6519;24,9418;25,6689;22,0414;19,4862;18,9737;20,2982;3,04921;0,00467647;4,83335;6,08878;+
O17069(27);18,7696;18,5919;20,2701;21,6089;23,943;24,8364;21,3239;22,4681;1,71255;0,0463504;-3,33274;-3,16733;+
O17071(177);17,0351;19,6563;18,6349;20,754;19,7193;17,408;19,7879;20,622;0,130559;0,767741;-0,364232;-0,347113;
O17071(24);23,3937;24,0351;24,1524;24,067;20,5893;21,6832;20,1291;21,0953;3,70914;0,00203704;3,03785;8,05869;+
O17167(422);18,395;19,4551;18,3706;17,534;24,1437;23,4881;22,752;24,8611;3,97167;0,00156098;-5,37258;-8,97788;+
O17168(21);20,2159;19,8119;18,8674;18,2378;19,4957;19,038;19,5383;21,0954;0,343422;0,529232;-0,508626;-0,801323;
O17199(199);20,6523;19,444;20,2985;18,9213;19,9463;21,5365;20,3617;20,0519;0,559962;0,363506;-0,645037;-1,19978;
O17218(88);24,4165;24,016;22,3976;23,4096;24,2622;23,7334;23,5202;23,4177;0,137222;0,758554;-0,173436;-0,362951;
O17218(71);22,0239;23,2006;23,3106;22,1742;19,5766;19,724;18,0352;18,9107;3,39792;0,00290909;3,6157;7,07386;+
O17218(19);24,1803;25,6246;24,2003;25,5247;19,5053;18,5867;21,1158;20,8525;3,3077;0,0029697;4,86738;6,80771;+
O17328(261);18,3111;20,5212;18,8645;20,3424;21,3836;19,7411;19,3269;21,7088;0,606753;0,336755;-1,03033;-1,2815;
O17328(359);21,9797;22,7403;23,0006;22,3851;21,6174;17,4062;20,022;20,2327;1,6121;0,0552106;2,70687;2,98655;
O17328(372);17,9252;19,5828;20,2805;19,6283;19,472;20,8017;19,0725;18,1165;0,0051237;0,991583;-0,0114899;-0,0153227;
O17328(352);19,364;20,924;20,957;19,1381;21,7847;23,401;25,3113;23,5108;2,10209;0,0240211;-3,40617;-3,9086;+
O17328(257);18,8608;18,2022;17,1171;19,925;21,4743;21,224;19,9284;20,3635;1,73801;0,0448624;-2,22126;-3,21374;+
O17328(235);21,0113;20,2682;20,3045;20,1584;24,119;22,4391;26,0589;24,2064;2,5803;0,0106159;-3,77025;-4,93066;+
O17389(45);20,4476;19,2368;21,2798;18,5942;20,8302;18,8137;20,2594;20,1488;0,0591612;0,892036;-0,123432;-0,167277;
O17389(101);18,1728;21,0345;19,8289;19,0566;20,8447;21,2105;19,0956;19,4427;0,334334;0,535946;-0,625153;-0,783573;
O17389(80);18,2296;19,3044;18,6079;19,9035;21,1585;19,868;21,5911;20,8839;1,93117;0,0316562;-1,86404;-3,57472;+
O17389(83);21,2377;21,0443;20,7342;18,1033;19,867;20,5688;19,4982;20,5307;0,0755491;0,860372;0,163711;0,210382;
O17389(38);22,4271;21,8926;21,7501;22,083;18,889;19,6983;18,773;18,8732;4,57667;0,000931507;2,97983;11,4596;+
O17390(102);18,5503;20,1222;18,5587;20,3535;19,3038;18,7301;20,2216;19,6572;0,0495356;0,911693;-0,0819793;-0,14137;
O17397(103);20,059;19,2754;19,8653;19,5728;20,7963;20,5078;20,5956;20,584;2,65084;0,00908829;-0,927779;-5,09406;+
O17397(324);24,9729;25,2637;24,634;25,2861;26,2371;24,178;27,9395;25,7428;0,587324;0,349212;-0,985155;-1,2477;
O17397(7);21,0613;20,3341;20,2758;20,5469;18,0492;18,5292;20,8818;20,5412;0,699559;0,288121;1,05415;1,44076;
O17406(112);20,1524;20,844;18,2617;20,5151;19,6308;19,6214;18,7924;21,4546;0,0291611;0,952433;0,0684996;0,084958;
O17406(113);19,455;18,6323;20,8041;18,295;19,0642;19,2397;18,4486;17,8087;0,457218;0,434319;0,656248;1,0157;
O17406(125);17,6511;18,9517;17,1408;20,0588;18,7172;20,6659;19,218;20,8219;0,836384;0,226276;-1,40514;-1,67102;
O17406(192);18,1156;20,3902;19,8922;19,3309;19,5209;19,5041;18,5106;21,4166;0,14965;0,739803;-0,30582;-0,392124;
O17406(126);20,0536;21,8363;19,6356;18,9483;20,8598;18,4308;18,3828;20,0228;0,342573;0,530233;0,694384;0,79967;
O17406(136);20,5102;18,9101;20,766;20,1203;20,3207;19,6363;21,5245;17,7702;0,110166;0,796646;0,263747;0,29773;
O17406(104);19,6074;18,4481;19,0182;19,4654;21,3976;19,9522;20,2804;17,5458;0,329457;0,541086;-0,659239;-0,774003;
O17406(84);18,8816;20,6832;18,5153;20,7429;20,058;18,9306;20,3899;20,9242;0,202906;0,673137;-0,369944;-0,512295;
O17524(75);17,4187;21,1043;19,1673;19,998;19,7253;21,0808;20,2477;19,7687;0,413497;0,467732;-0,78354;-0,934893;
O17599(170);20,0853;21,3847;18,4939;19,7027;21,3847;19,0972;18,9496;20,3983;0,0166663;0,972376;-0,0407772;-0,049207;
O17607(24);17,8791;20,4497;20,2563;17,9344;20,5515;19,6692;20,2971;17,6988;0,171799;0,712145;-0,424275;-0,443004;
O17680(381);19,2335;18,3784;19,2882;19,571;19,3649;21,4559;20,9493;19,4162;1,02864;0,159114;-1,17883;-1,99076;
O17682(193);20,8612;17,6995;18,207;19,5117;19,4036;20,2589;18,0909;19,703;0,131078;0,767698;-0,294296;-0,348352;
O17687(194);19,5383;19,6743;20,3749;20,9576;25,957;25,213;23,1155;27,5752;2,78885;0,00744204;-5,32888;-5,42436;+
O17687(503);20,0689;21,5999;19,6384;19,1014;18,798;19,4988;18,6233;19,8831;0,716835;0,281187;0,901331;1,47007;
O17687(133);17,4704;19,6041;20,32;20,1005;22,5761;23,203;23,092;25,94;2,30711;0,016295;-4,32902;-4,32966;+
O17687(356);20,4616;18,9629;20,5025;19,4768;20,2235;20,9513;20,0714;20,3864;0,623593;0,326438;-0,557216;-1,31065;
O17687(460);19,3051;17,7958;20,0277;21,279;25,1192;25,8877;26,5021;24,1321;3,21198;0,00373109;-5,80836;-6,53412;+
O17687(135);16,9687;20,7141;19,4099;20,5822;21,308;18,9397;19,553;18,4806;0,0498479;0,911203;-0,151621;-0,142218;
O17687(394);25,317;26,4297;25,5968;26,0606;26,0914;25,0945;24,7728;24,5459;0,867859;0,213316;0,724905;1,72352;
O17687(400);19,7607;21,1362;21,1552;18,356;21,1346;20,9902;20,5151;21,0782;0,567565;0,359118;-0,827481;-1,21313;
O17687(375);24,9043;24,8479;23,0489;25,7089;18,4573;21,891;20,4596;19,5396;2,58466;0,0104861;4,54064;4,94067;+
O17687(454);25,5884;24,8332;25,4655;24,77;26,1345;25,8957;25,5317;24,9739;0,69115;0,290999;-0,469685;-1,42645;
O17687(239);19,0321;18,5487;19,3749;19,0137;23,9251;22,3842;23,0472;24,5851;3,91332;0,00147126;-4,49304;-8,7661;+
O17687(260);19,3271;20,315;20,5129;21,2949;20,1172;18,9014;20,5317;20,8503;0,173094;0,710135;0,26233;0,445937;
O17687(552);17,5015;20,4363;21,1629;17,654;24,9447;25,7303;23,2472;25,6075;2,6813;0,00863469;-5,69377;-5,16574;+
O17687(15);20,4848;18,9536;19,9839;19,7864;20,1602;19,8843;19,3038;20,2848;0,100811;0,810336;-0,106069;-0,274582;
O17687(20);16,9044;18,5097;18,5503;17,3984;20,2981;19,2472;17,6725;19,5244;1,00809;0,164621;-1,34485;-1,95662;
O17695(89);19,8364;19,9961;19,2897;19,002;18,9515;21,4583;19,9653;19,8;0,39415;0,483164;-0,512713;-0,898554;
O17742(42);21,2753;19,9312;17,8177;17,2843;24,1924;24,0344;22,9275;24,6422;2,55886;0,011226;-4,87199;-4,88171;+
O17759(536);22,263;24,2461;23,0439;23,5301;20,2981;18,7067;20,4929;19,7633;3,0073;0,00461466;3,4555;5,97796;+
O17759(259);20,372;19,8083;19,1343;19,2318;20,4932;19,5976;20,0482;19,3565;0,254406;0,609984;-0,237257;-0,622256;
O17773(198);18,298;18,7706;20,3628;19,3535;20,9147;20,4768;19,0245;19,2711;0,523841;0,387725;-0,725538;-1,13587;
O17785(263);19,9502;19,3995;19,739;19,7076;19,354;20,7517;20,851;21,0948;1,02803;0,15901;-0,813807;-1,98973;
O17785(503);19,4482;20,189;21,6151;17,692;21,1574;20,5489;21,273;20,4512;0,635402;0,31969;-1,12153;-1,33102;
O17893(143);26,0863;27,3865;27,2396;25,2319;19,682;19,2375;20,6036;20,6827;4,32916;0,00197938;6,43465;10,3777;+
O17907(79);26,0292;24,3302;25,7031;25,7475;19,8679;21,6479;19,224;19,2738;3,68355;0,002;5,44909;7,9736;+
O17907(256);17,237;20,64;18,0202;18,4397;19,3034;21,4265;21,1726;18,908;0,834285;0,227147;-1,61841;-1,66751;
O17907(271);20,6088;20,6435;20,1975;21,6811;21,4277;21,1965;19,2713;19,7905;0,237929;0,627857;0,361202;0,58766;
O17907(272);23,1311;23,4397;23,0538;22,9784;22,5326;23,2459;22,804;23,1691;0,500976;0,401898;0,212856;1,09499;
O17914(143);25,8665;25,0273;24,2854;24,533;22,7356;23,6659;21,9872;23,7528;1,87848;0,0347535;1,89265;3,47464;+
O17915(70);19,3978;19,9691;20,7532;19,1459;21,695;23,2445;22,7373;23,6123;2,81279;0,00725249;-3,00579;-5,48315;+
O17915(140);21,2959;19,2299;18,7127;19,5089;21,3621;20,0093;20,3176;19,3051;0,340845;0,531224;-0,561699;-0,7963;
O17915(141);19,9873;20,4934;17,9266;19,8932;20,1585;18,6686;20,0386;20,4014;0,132585;0,766244;-0,241667;-0,351945;
O17919(45);18,1891;20,1248;18,772;19,2444;23,9638;23,6215;24,2487;22,4649;3,67159;0,00196429;-4,49213;-7,93411;+
O17921(37);19,8653;20,3722;18,9424;20,2796;19,4225;16,5213;18,9031;20,5173;0,521734;0,387329;1,02379;1,13212;
O17921(58);26,1359;25,4624;24,2012;24,4587;24,6055;23,7469;23,7333;24,3036;0,999724;0,167237;0,96722;1,94272;
