Protein IDs;log2 rpn6_01;log2 rpn6_02;log2 rpn6_03;log2 ev_01;log2 ev_02;log2 ev_03; -Log Student's T-test p-value rpn6_ev; Student's T-test q-value rpn6_ev; Student's T-test Difference rpn6_ev;Student's T-test Test statistic rpn6_ev;Sign p-val: 0.05 
Q20168;26,6697;26,885;25,7296;25,1466;28,0927;28,2492;0,27581;0,632451;-0,734747;-0,686903;
Q20173;29,049;28,4025;29,1834;27,4214;27,5877;24,7022;1,12365;0,065795;2,30782;2,38932;
Q20177;27,2365;26,6736;27,1895;26,5551;27,6007;26,4951;0,137558;0,831878;0,149569;0,372351;
Q20199;29,5191;29,2562;29,2438;28,6243;28,8745;29,064;1,4478;0,0353382;0,485433;3,11609;+
Q20206;29,219;28,3568;29,3951;28,8878;29,0026;29,0113;0,0238626;0,96986;0,0230694;0,0713603;
Q27GU2;29,6679;29,7779;30,033;28,7356;29,4112;29,3752;1,2516;0,0499156;0,652237;2,6662;+
Q20223;29,3296;30,1467;30,3114;30,647;31,0725;31,1811;1,40354;0,0379747;-1,03763;-3,01161;+
Q20224;28,1609;27,4613;28,3778;30,3781;30,8101;30,8314;2,9839;0,00201942;-2,67321;-8,52728;+
Q20226;24,2106;24,2981;25,0787;26,6374;26,5779;24,9818;1,18727;0,0569512;-1,53659;-2,52553;
Q20228;31,5067;31,3686;31,0906;30,921;31,991;31,6006;0,210351;0,743235;-0,18222;-0,542802;
Q9U3F8;28,7995;28,57;28,7651;28,678;28,6446;27,0168;0,468528;0,363828;0,59842;1,08233;
Q20264;31,209;31,1709;31,2666;30,7094;30,2383;30,6562;1,96331;0,0152672;0,680883;4,49291;+
Q20277;33,9099;33,9446;33,8965;33,7283;33,8601;33,9885;0,309896;0,580527;0,0580711;0,759417;
Q20306;29,0496;29,2623;29,1831;23,6886;24,5479;24,636;4,02796;0,0012;4,87417;15,7998;+
Q20310;31,5769;31,8089;31,771;31,7711;31,9477;31,6844;0,31863;0,564552;-0,0821794;-0,777768;
Q20329;26,9984;26,9369;26,7662;25,5406;25,5784;25,6691;4,09813;0,00128571;1,30443;16,4595;+
Q20330;30,812;29,875;29,9792;28,7209;29,6032;28,8495;1,3457;0,0418992;1,16418;2,8778;+
Q20334;27,9583;27,5798;29,583;27,9118;26,7548;26,9005;0,76332;0,161937;1,18464;1,65899;
Q20340;28,484;28,2875;28,2926;26,5239;26,7835;26,108;3,09073;0,00156989;1,88289;9,09202;+
Q20358;28,2234;27,5888;28,0182;29,3847;29,3906;29,4186;2,82956;0,00359322;-1,45453;-7,7678;+
Q20384;29,4298;29,1454;28,891;29,2719;30,341;29,9428;0,934047;0,105513;-0,6965;-1,99786;
Q20392;25,3287;25,563;25,9979;24,5455;24,5593;24,6334;2,21761;0,0112922;1,05046;5,3069;+
Q20412;26,1911;26,2728;26,2193;24,1645;24,6637;24,6515;3,3227;0,0018481;1,73453;10,4396;+
Q20445;26,0895;25,7262;25,8654;26,2648;25,8871;25,9134;0,326282;0,553324;-0,128062;-0,793776;
Q20448;28,9869;28,9669;28,7569;28,1921;29,5441;29,4129;0,122225;0,848348;-0,14614;-0,334649;
Q20476;27,1678;26,8951;27,2462;26,7288;26,4743;26,9508;1,0396;0,0796844;0,385077;2,21336;
Q20487;29,2572;29,1669;29,2806;28,2828;29,1911;28,8597;0,788172;0,153523;0,457031;1,70777;
Q20496;27,4525;26,1428;27,3359;24,567;24,6339;24,4827;2,341;0,00996471;2,41587;5,74132;+
Q20585;30,0578;29,5585;29,6828;30,0202;30,6495;29,9911;0,800669;0,146524;-0,453904;-1,73236;
Q20588;29,0948;29,5695;27,5241;28,5983;30,1901;28,3508;0,138648;0,830425;-0,316908;-0,375003;
Q20603;26,4988;29,1884;30,1087;28,9776;28,7802;30,1553;0,238547;0,699526;-0,705706;-0,605755;
Q20615;28,273;28,4204;28,6442;27,7098;28,1001;27,6688;1,62181;0,0251953;0,619628;3,5458;+
Q20616;23,9659;24,093;24,1306;27,4697;30,4523;29,7103;2,33874;0,0102522;-5,14757;-5,73314;+
Q565D2;33,4279;33,0855;33,3978;33,0508;33,0985;33,1816;0,768021;0,160094;0,193404;1,66821;
Q20627;29,6684;29,5875;29,6716;30,4268;30,6315;30,7182;3,32853;0,00185987;-0,949689;-10,4758;+
Q20634;29,0493;26,5615;29,4589;29,4463;29,7787;29,3151;0,560454;0,279396;-1,15675;-1,26319;
Q20641;33,8549;33,8328;33,6082;33,9925;34,0664;34,0622;1,53986;0,0293292;-0,275064;-3,33947;+
Q95ZT1;32,8825;32,9696;32,9855;32,5654;32,4711;32,6412;2,56015;0,00680969;0,3866;6,58537;+
Q7JP52;27,9146;28,5041;27,9965;29,3862;30,2403;29,8288;2,26088;0,0107548;-1,68005;-5,45613;+
Q8WQF1;29,1124;28,3712;28,3553;26,4415;27,8723;27,4421;1,29665;0,046545;1,36102;2,7666;+
Q20684;32,9836;33,0666;33,0498;31,0274;32,6228;32,2434;1,04186;0,0798374;1,06881;2,21803;
Q20711;31,0212;30,5321;30,511;29,8566;29,5013;30,4901;1,03956;0,0795996;0,738733;2,21327;
Q20716;29,885;29,6544;29,4567;28,1329;27,8782;28,2591;3,15299;0,00165909;1,57527;9,43687;+
Q20719;31,2179;31,4673;31,5692;31,375;31,7862;31,312;0,149644;0,824748;-0,0729427;-0,401577;
Q20728;27,8942;28,22;26,9423;25,2959;26,131;25,0387;1,91363;0,0161167;2,19696;4,34548;+
Q20745;29,1715;29,3092;29,2275;28,4368;28,7456;28,5747;2,5752;0,00695406;0,650386;6,64702;+
Q20748;28,7094;28,2421;28,2475;28,4216;28,8981;29,2381;0,733608;0,173612;-0,452973;-1,60083;
Q20751;30,3115;29,9411;30,7914;30,5299;30,2202;30,9003;0,254935;0,668761;-0,202136;-0,64171;
Q20760;29,1444;29,5497;29,5795;29,0283;27,6562;25,792;0,953777;0,0998445;1,93234;2,03773;
Q20762;26,0947;25,5345;25,7104;24,3085;24,5339;24,4462;2,79132;0,00393416;1,3503;7,58927;+
Q20769;25,818;26,4853;26,5313;27,1213;27,5827;27,0635;1,58569;0,0262977;-0,977641;-3,45396;+
Q20774;31,0948;31,071;30,3131;30,7526;31,194;31,2355;0,320807;0,561766;-0,234397;-0,78233;
Q20779;30,1527;30,2406;29,9861;29,5722;29,5238;29,3681;2,56346;0,00685714;0,638447;6,59891;+
Q20780;33,107;33,8994;34,0987;31,4418;32,942;32,9221;1,02182;0,0833425;1,2664;2,17665;
Q20819;28,9436;29,0676;29,116;27,756;27,1008;27,4268;2,92669;0,00285973;1,61451;8,23828;+
Q20829;24,4181;25,6836;25,4812;24,3915;24,6284;24,5899;0,757316;0,164039;0,657705;1,64722;
Q20849;25,6219;26,3342;26,3224;28,611;29,2392;29,0611;3,17661;0,00168786;-2,87757;-9,5708;+
Q20865;24,9698;26,3477;25,8377;24,6004;26,8393;26,0856;0,0551912;0,930998;-0,123326;-0,159966;
Q20898;25,3801;26,243;25,7227;27,8971;29,6793;29,5423;2,1893;0,0111135;-3,25765;-5,21105;+
Q20969;26,7215;27,3932;27,8406;26,7352;25,8132;26,2626;1,17261;0,059277;1,0481;2,4939;
Q20970;27,1811;27,2484;27,3341;28,0095;27,119;27,2485;0,294522;0,605118;-0,204464;-0,726895;
Q20974;26,5577;26,2194;26,5412;26,7132;26,4936;26,7263;0,699871;0,186903;-0,204953;-1,53496;
Q21000;35,3699;35,3822;35,4289;34,9393;35,325;35,4317;0,463906;0,368478;0,161645;1,07315;
Q21004;30,0781;30,3921;30,6728;29,7899;29,7761;29,8624;1,51884;0,0315883;0,57153;3,28772;+
Q21021;29,1942;28,6234;28,1046;25,6499;29,0819;28,0959;0,410431;0,431487;1,03151;0,966199;
Q86MP4;27,9161;27,0002;27,0743;26,8026;26,7496;27,0511;0,682363;0,196061;0,462384;1,50083;
Q21025;24,9772;25,6036;25,4302;24,5432;24,6738;24,5894;1,73934;0,0215735;0,73484;3,855;+
Q21053;28,0405;28,2151;27,4762;28,9803;28,7374;27,9032;0,730007;0,174304;-0,629721;-1,59379;
Q21065;28,6888;28,8215;28,7381;29,1294;29,5252;29,1942;1,84597;0,0172854;-0,533464;-4,15027;+
Q21152;24,0376;23,945;24,0804;26,7916;26,1983;26,273;3,6386;0,0015748;-2,39995;-12,5796;+
Q21155;28,6304;29,1938;28,9202;27,2233;27,6615;27,4838;2,67355;0,00523077;1,45856;7,06226;+
Q21156;26,7806;26,951;27,0592;27,2469;26,8519;26,7194;0,016959;0,97851;-0,0090936;-0,0510904;
Q21166;26,3699;26,0464;25,7182;27,1833;27,8344;27,1576;2,01027;0,0147359;-1,34691;-4,63557;+
Q21215;29,3274;30,0602;29,5514;29,0395;29,4416;29,6691;0,389726;0,453769;0,26288;0,924311;
Q21230;28,9696;28,979;29,1305;29,3989;29,0896;28,8048;0,148261;0,823308;-0,071406;-0,398251;
Q21233;29,5464;29,4153;29,309;28,4357;27,4163;27,3444;2,03471;0,01425;1,69146;4,71113;+
Q21241;27,2476;27,5281;27,4725;28,7381;29,5079;28,9512;2,59608;0,00648175;-1,64967;-6,73337;+
Q21253;30,7653;30,4725;30,3836;29,9597;30,5284;30,1997;0,706124;0,184631;0,311226;1,54716;
Q21276;29,2612;29,4961;29,0024;28,3911;28,3004;28,7263;1,8112;0,0188337;0,780614;4,05238;+
Q21281;29,4737;30,8861;31,363;29,7069;29,8547;30,0908;0,524954;0,313169;0,69012;1,19364;
Q21284;30,448;28,5413;28,8669;29,8088;29,229;28,9932;0,0308267;0,960765;-0,0582765;-0,0915199;
Q9U3C1;27,2439;27,4387;26,6514;25,7349;25,8832;26,0993;2,01468;0,0149041;1,20555;4,64913;+
Q21298;28,9417;28,9936;28,6191;28,7949;28,7851;28,8597;0,116416;0,856298;0,0382493;0,320175;
Q21301;28,6852;27,5625;27,9228;28,1303;27,9816;27,9703;0,0295304;0,962912;0,0294069;0,0877888;
Q21338;27,1778;27,4507;26,2505;25,1263;25,3321;25,1462;2,05149;0,0132607;1,75818;4,76356;+
Q21342;25,3156;26,1431;26,3266;26,6025;25,7815;27,3126;0,517083;0,319261;-0,637081;-1,17818;
Q21351;24,0177;24,0179;24,0957;26,5252;26,7198;26,5698;5,62384;0;-2,56117;-39,8146;+
Q21355;28,2087;28,6628;28,5378;29,0732;28,898;28,7419;1,23101;0,0529545;-0,434597;-2,62085;
Q21432;26,4561;26,5814;26,3539;29,5109;29,7465;29,6392;5,32264;0;-3,16842;-33,462;+
Q21436;25,5013;27,2757;27,4908;25,8685;26,781;25,7383;0,368909;0,48286;0,626689;0,881872;
Q21443;34,0765;34,2723;34,1591;33,5153;33,7375;33,5564;2,50893;0,00743421;0,566278;6,37926;+
Q21465;29,0912;29,9215;29,6501;29,543;29,0904;29,8941;0,0457146;0,941593;0,0451171;0,13371;
Q21471;27,3051;27,0174;28,955;26,542;24,6007;26,1285;1,11505;0,0678962;2,0021;2,37112;
Q21502;26,5145;27,2811;28,2158;28,1771;27,9759;28,0058;0,652907;0,214072;-0,715816;-1,44345;
Q21549;28,5501;28,0056;27,9806;27,2598;28,9532;28,8669;0,113079;0,860106;-0,18121;-0,311807;
Q21551;32,2244;32,0354;31,9728;31,075;29,8483;26,6717;1,0287;0,0816949;2,87922;2,19084;
Q21559;30,928;31,1404;30,9894;29,5681;30,4578;30,1538;1,63193;0,0249866;0,959397;3,57179;+
Q8WQD8;28,3934;26,9711;27,4395;24,424;24,6689;24,5447;2,70481;0,00452174;3,05545;7,1989;+
Q21633;28,6587;28,8396;29,0492;28,0509;27,5904;26,5459;1,46809;0,0339616;1,45344;3,16459;+
Q21643;23,7657;24,0745;24,1094;30,1744;30,2276;26,3964;1,75158;0,020809;-4,9496;-3,88816;+
Q21697;24,1373;24,0832;24,1643;26,2454;26,0141;26,1397;5,02883;0;-2,0048;-28,2384;+
Q21730;27,5231;27,382;27,0262;26,7421;26,3684;26,6628;1,74011;0,0216531;0,719337;3,85709;+
Q21732;30,5046;30,5387;30,438;27,9774;29,2968;29,2785;1,70122;0,0232669;1,64289;3,75291;+
Q21735;28,9249;29,3881;29,4315;28,7042;28,3657;28,5695;1,68127;0,0241898;0,701717;3,70019;+
Q21740;28,5889;28,0068;28,1327;27,6797;28,0765;28,2522;0,417501;0,42126;0,240017;0,980433;
Q21742;29,6879;29,4507;30,3729;28,6695;30,009;30,5106;0,0605747;0,925491;0,107457;0,174686;
Q21746;31,3768;31,3285;31,468;31,7861;32,2752;31,9749;1,86003;0,017167;-0,620924;-4,19033;+
Q21750;30,0959;30,6457;31,0603;28,9238;30,5434;30,223;0,547638;0,291826;0,70391;1,23811;
Q21752;29,7523;28,4034;28,1866;29,6908;30,2271;30,1147;1,1205;0,0667696;-1,23013;-2,38266;
Q21763;33,3013;32,936;32,5715;32,6903;32,6938;32,1611;0,697778;0,187805;0,421233;1,53088;
Q21774;27,6851;28,1792;27,987;27,8411;26,503;26,8667;0,971262;0,0939879;0,880173;2,07321;
Q21821;27,9206;28,5095;27,9037;27,7177;28,8162;28,8868;0,352025;0,509832;-0,362336;-0,847183;
Q21827;25,4567;25,4982;25,7313;25,4403;24,6731;25,2867;0,793804;0,150346;0,428773;1,71885;
Q21828;29,1958;29,2025;27,7873;28,0273;28,8863;27,6898;0,374618;0,474524;0,527395;0,893545;
Q21831;26,9175;26,4515;26,346;24,5342;24,5191;24,6536;3,42392;0,00198639;2,00271;11,0845;+
Q21832;29,3294;30,0478;30,2212;28,5314;29,672;29,7965;0,475154;0,356433;0,532826;1,09546;
Q7Z1P7;28,8868;28,2841;28,3658;24,111;24,6522;24,543;4,07632;0,00127059;4,07687;16,2516;+
Q21882;25,2209;25,1024;25,6778;28,2857;28,2043;29,3709;2,86167;0,0031342;-3,28661;-7,92057;+
Q21884;26,9455;27,2568;27,0697;27,7859;28,0279;27,4946;1,71792;0,0226259;-0,678767;-3,79743;+
Q21902;24,125;23,9697;24,0124;28,8482;28,8678;28,9497;6,97957;0;-4,85288;-86,9632;+
Q21916;26,1723;26,2546;25,9134;25,9934;26,4679;26,6935;0,516918;0,319278;-0,271512;-1,17785;
Q21924;28,1116;26,8899;26,9378;24,5875;24,5978;24,6447;2,60245;0,00652941;2,70312;6,75987;+
Q21926;27,9466;29,1265;29,1171;27,5973;28,1352;28,16;0,819931;0,14082;0,76589;1,77034;
Q21929;27,632;27,5802;27,8594;24,5134;24,0879;24,5569;4,35957;0;3,3045;19,1633;+
Q21959;28,2383;28,8391;29,0249;23,6602;24,4978;24,5969;3,51532;0,00147059;4,44908;11,6991;+
Q21966;29,5299;30,6949;30,1017;27,7869;27,7169;26,7294;2,30988;0,0105747;2,69779;5,62914;+
Q22020;25,4991;26,0243;26,6812;24,5645;24,6631;24,649;1,86412;0,0168;1,44268;4,20203;+
Q22037;29,5342;29,8853;29,7472;29,7728;29,4026;29,939;0,0312149;0,960505;0,01747;0,0926355;
Q22038;31,7392;31,6441;31,3976;29,4926;31,4833;31,462;0,512647;0,322184;0,781033;1,16946;
Q22053;30,5842;30,6864;30,4987;29,2163;29,8678;29,615;2,18251;0,0110262;1,02339;5,18828;+
Q22067;27,48;29,4198;29,3105;30,1935;31,0677;30,9897;1,36625;0,0414073;-2,01353;-2,925;+
Q22100;32,8923;32,6676;32,758;31,6392;32,0401;31,9337;2,56524;0,00688112;0,901633;6,60618;+
Q22101;30,2467;29,5889;29,8194;29,9219;28,4676;28,454;0,829514;0,13643;0,937186;1,78927;
Q22129;27,4604;28,8363;28,6376;26,7306;28,218;28,6077;0,255216;0,668557;0,459354;0,642321;
Q22139;29,0091;28,2643;27,5131;25,7953;26,3929;26,4705;1,87758;0,0166557;2,04259;4,24068;+
Q22235;27,4414;25,4791;25,6574;27,9582;28,4669;29,3275;1,4904;0,0327734;-2,39157;-3,2184;+
Q22251;25,3306;24,9398;25,0051;26,0972;25,1781;25,6248;0,863714;0,126272;-0,541504;-1,85708;
Q22253;28,0314;29,7821;30,0411;29,5901;29,6465;28,9963;0,0661276;0,920094;-0,126083;-0,189728;
Q22257;29,2764;30,2246;28,6956;29,8537;29,0527;29,3909;0,0222914;0,971283;-0,0335503;-0,0667725;
Q22288;35,2475;35,3107;35,333;34,109;34,0667;34,1734;5,09566;0;1,18069;29,3505;+
Q9U376;28,4991;27,9152;27,7164;28,712;28,0181;27,8149;0,142613;0,828356;-0,138106;-0,384623;
Q22347;27,6027;27,8887;27,7001;24,4423;24,6564;24,6485;5,0624;0;3,14813;28,7917;+
Q22352;26,6149;27,2203;26,3478;27,7201;27,8669;28,1182;1,84494;0,0172167;-1,17407;-4,14736;+
Q22370;30,4377;30,3693;30,0628;28,9725;27,6297;29,7113;1,15181;0,0606458;1,51877;2,44928;
Q22422;24,0396;23,8205;24,0127;25,2858;26,3803;26,0713;2,37623;0,00845646;-1,95485;-5,87057;+
Q22437;25,3654;25,8517;25,2101;24,5688;24,5835;24,4073;2,04647;0,0139388;0,955877;4,74784;+
Q22453;26,7382;27,0261;26,8921;28,1565;27,1685;23,8481;0,140164;0,830736;0,49445;0,378687;
Q22469;28,3106;28,0777;27,9799;26,2129;26,49;26,5922;3,45409;0,00205634;1,69105;11,2839;+
Q22484;26,2931;26,0642;25,9561;26,0848;25,983;26,1704;0,0779576;0,902076;0,0250429;0,221317;
Q22492;33,7516;33,7999;33,6383;33,2834;33,097;33,5434;1,42318;0,0369213;0,422066;3,05774;+
Q22494;29,4695;29,6107;29,1454;29,8893;29,7087;29,2887;0,416935;0,421486;-0,220341;-0,979295;
Q22500;24,977;24,5738;25,0696;24,5851;24,5398;24,5563;0,959384;0,0983293;0,31308;2,04909;
Q22505;31,4484;31,2847;31,2409;30,7527;30,3755;30,3722;2,36799;0,00912575;0,82456;5,84013;+
Q5WRQ0;27,106;26,6724;28,0875;29,2187;28,4189;28,7616;1,46552;0,0342268;-1,51109;-3,15842;+
Q22528;24,6125;24,3261;23,7483;27,8865;25,5719;25,7764;1,30713;0,0454592;-2,18263;-2,79019;+
Q22531;29,2527;29,3125;29,7237;28,7496;30,1286;30,0075;0,160603;0,810652;-0,19893;-0,427729;
Q22541;26,2189;26,343;26,7586;27,0553;27,607;25,7864;0,266908;0,648522;-0,376021;-0,66771;
Q22562;30,1607;30,607;30,4743;30,5368;30,6144;30,8077;0,703818;0,185582;-0,23899;-1,54266;
Q22579;24,0933;23,9951;23,7253;27,1662;26,3247;26,6672;3,31318;0,001825;-2,78149;-10,3809;+
Q22600;26,4503;26,1891;27,2642;24,4525;24,5525;24,2019;2,55477;0,00678621;2,23227;6,56346;+
Q22615;26,282;26,6017;26,699;25,7599;25,9633;25,6632;2,04937;0,0134906;0,732096;4,7569;+
Q22619;29,2707;29,3493;29,212;29,1018;28,2849;28,2231;1,21719;0,0543293;0,740744;2,59058;
Q65ZK5;27,8693;27,99;28,0628;27,3211;27,8311;27,6502;1,09961;0,0694254;0,373226;2,33856;
Q22623;27,0084;25,8848;26,9183;26,3897;27,2627;27,296;0,334833;0,535088;-0,378905;-0,811592;
Q22633;30,0395;30,0289;29,7756;29,5179;30,0096;30,0711;0,156888;0,816068;0,0817502;0,418898;
Q22641;30,7526;30,4409;30,6378;29,2894;26,8552;26,3991;1,57745;0,0263296;3,09586;3,43322;+
Q22703;29,1374;28,6255;28,6991;28,4554;28,7849;28,4406;0,596107;0,248797;0,260357;1,33279;
Q22705;27,4888;27,3532;26,9776;26,3032;27,5248;27,2031;0,26489;0,650514;0,26286;0,663343;
Q22715;25,6087;24,3404;24,7936;24,5789;24,6494;24,6269;0,327287;0,551995;0,295769;0,795874;
Q7JLZ9;31,7375;31,7466;31,6415;31,2209;32,1707;31,8867;0,0624458;0,924462;-0,0509599;-0,17977;
Q22743;24,1175;24,125;24,1023;26,6481;27,8937;27,7474;2,96513;0,00197156;-3,31476;-8,43146;+
Q22751;28,0419;28,1465;27,7143;27,9433;25,3751;25,4614;0,937185;0,10492;1,70764;2,00419;
Q22752;29,5566;29,7599;29,6245;29,8049;28,5625;29,5089;0,395228;0,447117;0,354937;0,935471;
Q22758;30,0869;29,8899;30,2757;30,8474;30,3311;30,3297;0,954789;0,0993573;-0,418573;-2,03978;
Q22763;27,4862;26,59;26,8694;27,767;26,4167;26,9339;0,04114;0,948421;-0,0573133;-0,120873;
Q22782;30,1602;29,9489;30,2061;31,2574;30,9495;31,1891;2,95673;0,00193488;-1,02693;-8,38889;+
Q22790;28,2496;27,9292;27,6958;28,0884;28,1594;27,3749;0,101373;0,871228;0,0839564;0,282156;
Q22799;25,8751;25,1449;25,3219;26,4855;26,3484;27,4079;1,50738;0,0322446;-1,29993;-3,25968;+
Q22805;27,5517;26,9385;27,7412;26,9028;25,5061;26,1312;1,22711;0,053467;1,23043;2,61228;
Q22825;26,9383;28,2274;27,0456;28,2399;27,5571;26,7909;0,075023;0,907456;-0,12555;-0,213537;
Q22836;25,7968;29,8791;30,013;29,474;29,5318;28,8266;0,195757;0,763484;-0,714457;-0,509613;
Q22850;30,3494;29,8157;30,5198;31,2814;30,4311;30,6115;0,750308;0,166399;-0,546364;-1,6335;
Q22866;37,0313;37,2044;37,0499;37,196;37,1363;36,9976;0,0636397;0,923484;-0,0147107;-0,183006;
Q22916;25,7351;25,5024;25,9588;24,475;24,829;24,9699;2,10408;0,0131328;0,974159;4,93068;+
Q22918;30,9935;30,2045;30,2393;31,0319;30,4336;30,7671;0,355672;0,50323;-0,265093;-0,854699;
Q22922;27,1717;27,8163;27,6635;27,2681;27,8777;26,6786;0,279263;0,627587;0,275673;0,69432;
Q22968;30,6998;29,3682;30,0734;28,2926;27,5996;28,0322;2,05336;0,0132922;2,07228;4,76941;+
Q23050;33,4604;33,6995;33,6958;33,4364;33,9485;33,7521;0,215917;0,736845;-0,0937538;-0,555345;
Q23089;27,2698;27,4978;26,917;27,6891;27,0362;26,6815;0,0975375;0,876012;0,0926037;0,272334;
Q23091;26,8412;27,3439;26,473;26,3629;28,4689;28,4936;0,52089;0,316748;-0,889108;-1,18566;
Q23092;23,7529;24,1003;24,1317;26,2665;26,5359;26,4167;4,12472;0,00133333;-2,41146;-16,7165;+
Q23098;30,1936;28,1039;26,4388;28,3682;26,527;28,327;0,151324;0,824507;0,504697;0,405606;
Q23120;31,5322;30,8675;30,9772;26,9142;26,914;27,5519;3,76106;0,000931034;3,99892;13,517;+
Q23121;31,8003;31,4577;31,569;30,7959;32,4675;32,129;0,133477;0,838038;-0,188477;-0,362386;
Q23146;27,7411;27,1804;27,4344;25,6562;25,4412;25,0473;2,99664;0,00204926;2,07044;8,59293;+
Q23158;31,8058;31,9747;31,8061;32,1634;31,9094;31,886;0,517804;0,318912;-0,124019;-1,1796;
Q23179;33,4223;33,4041;33,2048;30,4515;31,538;31,1751;2,65976;0,0051711;2,28888;7,00269;+
Q23202;30,2148;30,0128;30,0401;26,7272;26,9093;26,7009;5,46587;0;3,31012;36,346;+
Q23223;28,4957;27,9299;28,0055;26,6748;27,7783;27,5953;0,966841;0,0956895;0,794224;2,06423;
Q23258;28,2394;27,7496;28,7233;29,0532;28,717;28,4915;0,727508;0,174829;-0,516434;-1,58891;
Q23270;28,2771;28,8422;28,7383;25,5119;26,0341;24,915;2,98538;0,00202927;3,13221;8,53493;+
Q23280;24,0551;24,0127;24,1499;25,1348;27,5626;28,6069;1,37392;0,0411671;-3,02889;-2,94273;+
Q23315;29,8572;29,743;30,2271;29,3347;29,5849;29,4764;1,36654;0,0414634;0,47708;2,92567;+
Q23384;28,0256;27,2058;27,3238;26,5721;26,1737;26,2;1,86377;0,0167661;1,20312;4,20102;+
Q23402;28,3384;28,0241;27,1347;24,2752;24,6621;24,4819;3,05541;0,00150515;3,35934;8,90163;+
Q23487;30,459;29,5912;28,7591;30,2389;29,6343;29,5157;0,131765;0,840048;-0,193216;-0,358191;
Q23500;29,8145;29,9526;29,8348;29,5613;29,244;28,0981;0,942384;0,102685;0,899506;2,01469;
Q23543;31,3285;30,406;31,0804;30,2004;30,4653;30,1621;1,06744;0,0737619;0,662363;2,27117;
Q23604;33,2542;32,9397;32,9489;32,5986;32,3368;32,6414;1,68679;0,0240564;0,521968;3,71473;+
Q23621;33,6488;33,664;33,6965;33,5296;33,6752;33,767;0,0616708;0,924849;0,01253;0,177666;
Q23635;30,587;30,4765;30,514;29,0692;30,0601;30,2092;0,973441;0,0935903;0,746337;2,07764;
Q23642;31,1943;30,9984;31,2109;24,4278;24,4537;24,4108;7,16323;0;6,70378;96,6648;+
Q23652;24,0748;24,0434;24,0938;25,3491;26,0508;25,9725;2,82181;0,00356303;-1,72012;-7,7313;+
Q23655;32,5766;32,2208;32,7902;32,4954;32,7547;32,8439;0,358294;0,498955;-0,168777;-0,860093;
Q23670;26,0782;26,0056;25,3767;26,7282;25,7664;26,4016;0,595069;0,249115;-0,478574;-1,33077;
Q23679;26,0151;26,0749;26,0264;24,3744;24,2408;24,4512;4,90192;0;1,68335;26,2403;+
Q23680;29,5848;29,2687;29,1131;30,7655;30,5289;30,1765;2,21606;0,011232;-1,16805;-5,30162;+
Q23683;23,7943;24,081;23,8681;26,8596;27,2907;26,7866;4,16344;0,00136709;-3,06451;-17,0977;+
Q9U277;25,6418;26,3397;26,4547;24,5657;24,5287;24,5937;2,46701;0,00803871;1,58274;6,21472;+
Q27245;25,6483;25,8789;25,5625;30,5498;30,0907;30,3291;5,04025;0;-4,62664;-28,4253;+
Q27249;32,1801;32,3236;32,5589;32,4544;32,178;32,0974;0,290235;0,609935;0,110928;0,717773;
Q27274;32,121;32,0197;31,9231;31,5616;31,9468;31,9191;0,709284;0,183761;0,212116;1,55333;
Q27371;35,3995;34,8208;34,7499;35,3012;35,13;35,0481;0,317466;0,566125;-0,169683;-0,775328;
Q27464;28,1884;27,5784;27,9374;27,9577;26,744;27,6315;0,493875;0,338147;0,457001;1,13247;
Q27473;31,1305;31,15;31,2445;30,9851;30,9239;31,098;1,30533;0,0454813;0,172656;2,78613;+
Q27493;23,5146;23,0434;23,8267;26,8211;27,0842;27,0364;3,88859;0,00101887;-3,519;-14,5648;+
Q27511;29,1558;29,3044;29,5417;31,5577;30,9653;30,9772;2,90415;0,00321778;-1,83277;-8,12686;+
Q7JMT5;29,0567;28,5981;28,9581;24,5745;24,68;24,6304;5,11823;0;4,2427;29,7358;+
Q27526;25,5906;25,2861;25,0638;24,5584;23,6003;24,3461;1,5997;0,0252308;1,14526;3,48942;+
Q27527;30,8371;30,5753;30,7263;31,5441;31,5082;30,9594;1,42533;0,0364648;-0,624366;-3,06282;+
Q27531;27,0531;26,8594;27,0372;29,1135;27,7733;27,9165;1,39491;0,0389274;-1,28452;-2,99147;+
Q27532;30,4581;30,2318;30,0082;31,7356;31,6682;31,4925;3,14804;0,00164045;-1,39938;-9,40898;+
Q27535;30,5402;30,2507;30,7071;30,2839;30,313;29,888;0,817777;0,141537;0,337734;1,76608;
Q27874;30,3441;29,3003;30,7541;30,4706;29,6252;30,3167;0,00301059;0,996111;-0,00465012;-0,00921107;
Q27888;25,0317;26,0062;24,9091;29,9142;29,2133;28,883;3,02013;0,00146734;-4,02117;-8,7151;+
Q2AAB7;25,8266;26,2813;25,7124;24,5884;26,4537;26,2498;0,102912;0,871888;0,176158;0,286081;
Q2HQL4;29,4244;29,0933;29,2874;28,8549;29,6866;29,8274;0,23166;0,711387;-0,187947;-0,590511;
Q2XN18;28,9209;28,5021;28,3651;29,3252;27,8165;27,8461;0,194982;0,764263;0,266783;0,507839;
Q304E5;27,6245;28,2751;28,0076;28,9702;28,6245;28,8918;1,78631;0,019094;-0,859756;-3,98325;+
Q3LFN1;30,327;30,2422;30,608;30,0785;29,5282;29,3517;1,40555;0,0379069;0,739613;3,01631;+
Q3Y400;26,3617;26,8361;26,7002;26,151;26,5565;26,983;0,0882122;0,887152;0,0691433;0,248224;
